,Unnamed: 0,Plant_ID,Date,Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature
1508,1508,34,8/14/2023,62,664,6.3,12,30.1
1509,1509,34,8/15/2023,78,561,6.8,13,30.1
1510,1510,34,8/16/2023,55,794,6.3,14,29.8
1511,1511,34,8/17/2023,55,720,6.6,15,29.6
1512,1512,34,8/18/2023,64,514,6.8,16,30.9
1513,1513,34,8/19/2023,80,763,6.1,17,30.8
1514,1514,34,8/20/2023,55,719,6.2,18,30.9
1515,1515,34,8/21/2023,58,748,6.2,19,30.2
1516,1516,34,8/22/2023,56,725,6.7,20,30.5
1517,1517,34,8/23/2023,58,654,6.1,21,30.8
1518,1518,34,8/24/2023,51,551,6.6,22,31.3
1519,1519,34,8/25/2023,50,546,6.4,23,31.4
1520,1520,34,8/26/2023,53,717,6.6,24,31.4
1521,1521,34,8/27/2023,57,643,6.4,25,30.1
1522,1522,34,8/28/2023,63,782,6.3,26,29.4
1523,1523,34,8/29/2023,72,798,6.4,27,28.7
1524,1524,34,8/30/2023,74,544,6.6,28,29.1
1525,1525,34,8/31/2023,55,484,6.3,29,29.2
1526,1526,34,9/1/2023,75,689,6.7,30,31.7
1527,1527,34,9/2/2023,68,597,6.7,31,31.7
1528,1528,34,9/3/2023,64,764,6.3,32,31.7
1529,1529,34,9/4/2023,52,756,6.3,33,31.7
1530,1530,34,9/5/2023,63,758,6.1,34,32.0
1531,1531,34,9/6/2023,54,435,6.2,35,32.1
1532,1532,34,9/7/2023,51,537,6.1,36,31.5
1533,1533,34,9/8/2023,56,661,6.1,37,29.8
1534,1534,34,9/9/2023,60,560,6.4,38,20.1
1535,1535,34,9/10/2023,66,789,6.6,39,31.1
1536,1536,34,9/11/2023,66,623,6.1,40,31.2
1537,1537,34,9/12/2023,51,546,6.1,41,31.2
1538,1538,34,9/13/2023,69,535,6.3,42,30.4
1539,1539,34,9/14/2023,58,420,6.3,43,29.1
1540,1540,34,9/15/2023,78,481,6.2,44,30.6
1541,1541,34,9/16/2023,73,596,6.6,45,31.5
1542,1542,35,8/3/2023,66,592,6.4,1,33.4
1543,1543,35,8/4/2023,52,586,6.7,2,33.5
1544,1544,35,8/5/2023,68,613,6.1,3,33.4
1545,1545,35,8/6/2023,51,754,6.5,4,33.4
1546,1546,35,8/7/2023,64,546,6.6,5,33.4
1547,1547,35,8/8/2023,56,619,6.4,6,32.3
1548,1548,35,8/9/2023,79,747,6.7,7,32.3
1549,1549,35,8/10/2023,74,471,6.5,8,22.7
1550,1550,35,8/11/2023,68,561,6.3,9,31.9
1551,1551,35,8/12/2023,79,415,6.0,10,30.2
1552,1552,35,8/13/2023,72,752,6.4,11,30.1
1553,1553,35,8/14/2023,69,796,6.7,12,30.1
1554,1554,35,8/15/2023,56,495,6.5,13,30.1
1555,1555,35,8/16/2023,59,720,6.2,14,29.8
1556,1556,35,8/17/2023,55,754,6.4,15,29.6
1557,1557,35,8/18/2023,63,493,6.6,16,30.9
1558,1558,35,8/19/2023,63,565,6.3,17,30.8
1559,1559,35,8/20/2023,69,604,6.1,18,30.9
1560,1560,35,8/21/2023,60,781,6.2,19,30.2
1561,1561,35,8/22/2023,72,779,6.5,20,30.5
1562,1562,35,8/23/2023,66,725,6.1,21,30.8
1563,1563,35,8/24/2023,76,411,6.3,22,31.3
1564,1564,35,8/25/2023,76,400,6.3,23,31.4
1565,1565,35,8/26/2023,57,466,6.4,24,31.4
1566,1566,35,8/27/2023,73,800,6.3,25,30.1
1567,1567,35,8/28/2023,72,740,6.3,26,29.4
1568,1568,35,8/29/2023,77,554,6.5,27,28.7
1569,1569,35,8/30/2023,63,440,6.5,28,29.1
1570,1570,35,8/31/2023,61,748,6.4,29,29.2
1571,1571,35,9/1/2023,72,763,6.6,30,31.7
1572,1572,35,9/2/2023,65,473,6.8,31,31.7
1573,1573,35,9/3/2023,60,703,6.4,32,31.7
1574,1574,35,9/4/2023,60,495,6.5,33,31.7
1575,1575,35,9/5/2023,70,787,6.4,34,32.0
1576,1576,35,9/6/2023,63,696,6.7,35,32.1
1577,1577,35,9/7/2023,72,621,6.1,36,31.5
1578,1578,35,9/8/2023,75,544,6.7,37,29.8
1579,1579,35,9/9/2023,50,423,6.3,38,20.1
1580,1580,35,9/10/2023,79,642,6.0,39,31.1
1581,1581,35,9/11/2023,51,566,6.0,40,31.2
1582,1582,35,9/12/2023,75,419,6.1,41,31.2
1583,1583,35,9/13/2023,70,627,6.8,42,30.4
1584,1584,35,9/14/2023,53,757,6.1,43,29.1
1585,1585,35,9/15/2023,59,404,6.1,44,30.6
1586,1586,35,9/16/2023,78,469,6.2,45,31.5
1587,1587,36,8/3/2023,68,744,6.4,1,33.4
1588,1588,36,8/4/2023,79,799,6.6,2,33.5
1589,1589,36,8/5/2023,51,487,6.1,3,33.4
1590,1590,36,8/6/2023,65,665,6.0,4,33.4
1591,1591,36,8/7/2023,74,796,6.4,5,33.4
1592,1592,36,8/8/2023,63,467,6.8,6,32.3
1593,1593,36,8/9/2023,76,748,6.8,7,32.3
1594,1594,36,8/10/2023,59,795,6.2,8,22.7
1595,1595,36,8/11/2023,67,702,6.1,9,31.9
1596,1596,36,8/12/2023,72,643,6.0,10,30.2
1597,1597,36,8/13/2023,64,442,6.2,11,30.1
1598,1598,36,8/14/2023,65,639,6.6,12,30.1
1599,1599,36,8/15/2023,78,620,6.1,13,30.1
1600,1600,36,8/16/2023,55,508,6.7,14,29.8
1601,1601,36,8/17/2023,79,764,6.3,15,29.6
1602,1602,36,8/18/2023,57,569,6.2,16,30.9
1603,1603,36,8/19/2023,80,509,6.6,17,30.8
1604,1604,36,8/20/2023,50,409,6.2,18,30.9
1605,1605,36,8/21/2023,55,492,6.3,19,30.2
1606,1606,36,8/22/2023,65,634,6.1,20,30.5
1607,1607,36,8/23/2023,67,620,6.2,21,30.8
1608,1608,36,8/24/2023,67,570,6.5,22,31.3
1609,1609,36,8/25/2023,59,548,6.6,23,31.4
1610,1610,36,8/26/2023,77,602,6.8,24,31.4
1611,1611,36,8/27/2023,55,408,6.1,25,30.1
1612,1612,36,8/28/2023,52,552,6.2,26,29.4
1613,1613,36,8/29/2023,60,686,6.2,27,28.7
1614,1614,36,8/30/2023,68,424,6.7,28,29.1
1615,1615,36,8/31/2023,66,629,6.5,29,29.2
1616,1616,36,9/1/2023,51,705,6.5,30,31.7
1617,1617,36,9/2/2023,65,599,6.3,31,31.7
1618,1618,36,9/3/2023,57,522,6.6,32,31.7
1619,1619,36,9/4/2023,68,639,6.0,33,31.7
1620,1620,36,9/5/2023,63,558,6.6,34,32.0
1621,1621,36,9/6/2023,71,570,6.2,35,32.1
1622,1622,36,9/7/2023,72,680,6.4,36,31.5
1623,1623,36,9/8/2023,64,564,6.3,37,29.8
1624,1624,36,9/9/2023,75,693,6.7,38,20.1
1625,1625,36,9/10/2023,75,453,6.4,39,31.1
1626,1626,36,9/11/2023,65,722,6.1,40,31.2
1627,1627,36,9/12/2023,70,756,6.1,41,31.2
1628,1628,36,9/13/2023,74,733,6.7,42,30.4
1629,1629,36,9/14/2023,76,746,6.6,43,29.1
1630,1630,36,9/15/2023,58,550,6.8,44,30.6
1631,1631,36,9/16/2023,58,769,6.1,45,31.5
1632,1632,37,8/3/2023,72,571,6.6,1,33.4
1633,1633,37,8/4/2023,57,764,6.1,2,33.5
1634,1634,37,8/5/2023,67,655,6.5,3,33.4
1635,1635,37,8/6/2023,62,661,6.2,4,33.4
1636,1636,37,8/7/2023,79,410,6.4,5,33.4
1637,1637,37,8/8/2023,58,725,6.8,6,32.3
1638,1638,37,8/9/2023,74,408,6.1,7,32.3
1639,1639,37,8/10/2023,50,784,6.3,8,22.7
1640,1640,37,8/11/2023,62,489,6.5,9,31.9
1641,1641,37,8/12/2023,54,674,6.4,10,30.2
1642,1642,37,8/13/2023,80,543,6.5,11,30.1
1643,1643,37,8/14/2023,79,780,6.5,12,30.1
1644,1644,37,8/15/2023,56,721,6.0,13,30.1
1645,1645,37,8/16/2023,80,695,6.5,14,29.8
1646,1646,37,8/17/2023,77,488,6.3,15,29.6
1647,1647,37,8/18/2023,58,534,6.5,16,30.9
1648,1648,37,8/19/2023,73,764,6.6,17,30.8
1649,1649,37,8/20/2023,75,798,6.6,18,30.9
1650,1650,37,8/21/2023,71,472,6.5,19,30.2
1651,1651,37,8/22/2023,79,503,6.1,20,30.5
1652,1652,37,8/23/2023,77,557,6.2,21,30.8
1653,1653,37,8/24/2023,63,785,6.4,22,31.3
1654,1654,37,8/25/2023,54,406,6.8,23,31.4
1655,1655,37,8/26/2023,76,745,6.3,24,31.4
1656,1656,37,8/27/2023,71,743,6.6,25,30.1
1657,1657,37,8/28/2023,51,568,6.6,26,29.4
1658,1658,37,8/29/2023,56,539,6.1,27,28.7
1659,1659,37,8/30/2023,75,489,6.3,28,29.1
1660,1660,37,8/31/2023,56,777,6.4,29,29.2
1661,1661,37,9/1/2023,50,646,6.7,30,31.7
1662,1662,37,9/2/2023,60,575,6.4,31,31.7
1663,1663,37,9/3/2023,79,412,6.7,32,31.7
1664,1664,37,9/4/2023,68,416,6.4,33,31.7
1665,1665,37,9/5/2023,64,426,6.3,34,32.0
1666,1666,37,9/6/2023,76,536,6.8,35,32.1
1667,1667,37,9/7/2023,62,670,6.3,36,31.5
1668,1668,37,9/8/2023,76,435,6.3,37,29.8
1669,1669,37,9/9/2023,52,588,6.3,38,20.1
1670,1670,37,9/10/2023,60,773,6.2,39,31.1
1671,1671,37,9/11/2023,75,753,6.6,40,31.2
1672,1672,37,9/12/2023,51,622,6.6,41,31.2
1673,1673,37,9/13/2023,71,496,6.0,42,30.4
1674,1674,37,9/14/2023,50,476,6.5,43,29.1
1675,1675,37,9/15/2023,80,659,6.7,44,30.6
1676,1676,37,9/16/2023,69,426,6.0,45,31.5
1677,1677,38,8/3/2023,52,609,6.4,1,33.4
1678,1678,38,8/4/2023,56,507,6.2,2,33.5
1679,1679,38,8/5/2023,66,634,6.2,3,33.4
1680,1680,38,8/6/2023,77,557,6.0,4,33.4
1681,1681,38,8/7/2023,78,682,6.3,5,33.4
1682,1682,38,8/8/2023,67,745,6.1,6,32.3
1683,1683,38,8/9/2023,78,430,6.2,7,32.3
1684,1684,38,8/10/2023,77,455,6.7,8,22.7
1685,1685,38,8/11/2023,68,520,6.6,9,31.9
1686,1686,38,8/12/2023,60,728,6.8,10,30.2
1687,1687,38,8/13/2023,55,577,6.6,11,30.1
1688,1688,38,8/14/2023,69,782,6.6,12,30.1
1689,1689,38,8/15/2023,60,582,6.0,13,30.1
1690,1690,38,8/16/2023,64,459,6.1,14,29.8
1691,1691,38,8/17/2023,72,590,6.6,15,29.6
1692,1692,38,8/18/2023,68,592,6.7,16,30.9
1693,1693,38,8/19/2023,75,526,6.7,17,30.8
1694,1694,38,8/20/2023,73,600,6.3,18,30.9
1695,1695,38,8/21/2023,69,676,6.0,19,30.2
1696,1696,38,8/22/2023,53,421,6.6,20,30.5
1697,1697,38,8/23/2023,75,578,6.1,21,30.8
1698,1698,38,8/24/2023,62,581,6.6,22,31.3
1699,1699,38,8/25/2023,72,427,6.3,23,31.4
1700,1700,38,8/26/2023,72,610,6.4,24,31.4
1701,1701,38,8/27/2023,79,548,6.3,25,30.1
1702,1702,38,8/28/2023,72,685,6.5,26,29.4
1703,1703,38,8/29/2023,72,656,6.0,27,28.7
1704,1704,38,8/30/2023,57,702,6.4,28,29.1
1705,1705,38,8/31/2023,74,565,6.5,29,29.2
1706,1706,38,9/1/2023,58,474,6.7,30,31.7
1707,1707,38,9/2/2023,79,727,6.4,31,31.7
1708,1708,38,9/3/2023,74,615,6.7,32,31.7
1709,1709,38,9/4/2023,65,527,6.6,33,31.7
1710,1710,38,9/5/2023,51,724,6.7,34,32.0
1711,1711,38,9/6/2023,55,470,6.7,35,32.1
1712,1712,38,9/7/2023,77,581,6.7,36,31.5
1713,1713,38,9/8/2023,73,438,6.5,37,29.8
1714,1714,38,9/9/2023,58,634,6.8,38,20.1
1715,1715,38,9/10/2023,52,548,6.6,39,31.1
1716,1716,38,9/11/2023,61,696,6.1,40,31.2
1717,1717,38,9/12/2023,58,611,6.1,41,31.2
1718,1718,38,9/13/2023,66,748,6.3,42,30.4
1719,1719,38,9/14/2023,63,545,6.3,43,29.1
1720,1720,38,9/15/2023,68,748,6.3,44,30.6
1721,1721,38,9/16/2023,67,742,6.7,45,31.5
1722,1722,39,8/3/2023,75,416,6.6,1,33.4
1723,1723,39,8/4/2023,73,449,6.7,2,33.5
1724,1724,39,8/5/2023,77,601,6.2,3,33.4
1725,1725,39,8/6/2023,74,564,6.4,4,33.4
1726,1726,39,8/7/2023,80,642,6.7,5,33.4
1727,1727,39,8/8/2023,68,791,6.3,6,32.3
1728,1728,39,8/9/2023,61,591,6.0,7,32.3
1729,1729,39,8/10/2023,51,466,6.7,8,22.7
1730,1730,39,8/11/2023,56,438,6.2,9,31.9
1731,1731,39,8/12/2023,71,769,6.6,10,30.2
1732,1732,39,8/13/2023,74,646,6.7,11,30.1
1733,1733,39,8/14/2023,51,786,6.2,12,30.1
1734,1734,39,8/15/2023,61,705,6.7,13,30.1
1735,1735,39,8/16/2023,56,404,6.3,14,29.8
1736,1736,39,8/17/2023,68,563,6.3,15,29.6
1737,1737,39,8/18/2023,70,728,6.6,16,30.9
1738,1738,39,8/19/2023,61,447,6.8,17,30.8
1739,1739,39,8/20/2023,66,708,6.2,18,30.9
1740,1740,39,8/21/2023,52,462,6.5,19,30.2
1741,1741,39,8/22/2023,52,707,6.1,20,30.5
1742,1742,39,8/23/2023,57,633,6.5,21,30.8
1743,1743,39,8/24/2023,75,555,6.1,22,31.3
1744,1744,39,8/25/2023,80,670,6.4,23,31.4
1745,1745,39,8/26/2023,60,516,6.7,24,31.4
1746,1746,39,8/27/2023,74,463,6.0,25,30.1
1747,1747,39,8/28/2023,76,422,6.7,26,29.4
1748,1748,39,8/29/2023,68,480,6.8,27,28.7
1749,1749,39,8/30/2023,60,687,6.6,28,29.1
1750,1750,39,8/31/2023,60,782,6.8,29,29.2
1751,1751,39,9/1/2023,58,758,6.1,30,31.7
1752,1752,39,9/2/2023,54,663,6.1,31,31.7
1753,1753,39,9/3/2023,57,486,6.1,32,31.7
1754,1754,39,9/4/2023,69,547,6.7,33,31.7
1755,1755,39,9/5/2023,55,413,6.8,34,32.0
1756,1756,39,9/6/2023,65,739,6.1,35,32.1
1757,1757,39,9/7/2023,67,522,6.2,36,31.5
1758,1758,39,9/8/2023,62,434,6.7,37,29.8
1759,1759,39,9/9/2023,70,710,6.1,38,20.1
1760,1760,39,9/10/2023,53,697,6.2,39,31.1
1761,1761,39,9/11/2023,52,481,6.1,40,31.2
1762,1762,39,9/12/2023,55,539,6.1,41,31.2
1763,1763,39,9/13/2023,70,612,6.5,42,30.4
1764,1764,39,9/14/2023,55,681,6.2,43,29.1
1765,1765,39,9/15/2023,64,633,6.1,44,30.6
1766,1766,39,9/16/2023,56,771,6.6,45,31.5
1767,1767,40,8/3/2023,51,577,6.0,1,33.4
1768,1768,40,8/4/2023,75,796,6.5,2,33.5
1769,1769,40,8/5/2023,66,705,6.6,3,33.4
1770,1770,40,8/6/2023,77,449,6.1,4,33.4
1771,1771,40,8/7/2023,72,628,6.1,5,33.4
1772,1772,40,8/8/2023,65,475,6.0,6,32.3
1773,1773,40,8/9/2023,69,541,6.5,7,32.3
1774,1774,40,8/10/2023,75,729,6.4,8,22.7
1775,1775,40,8/11/2023,72,579,6.7,9,31.9
1776,1776,40,8/12/2023,66,494,6.4,10,30.2
1777,1777,40,8/13/2023,72,504,6.3,11,30.1
1778,1778,40,8/14/2023,75,555,6.2,12,30.1
1779,1779,40,8/15/2023,68,402,6.6,13,30.1
1780,1780,40,8/16/2023,59,404,6.7,14,29.8
1781,1781,40,8/17/2023,76,505,6.6,15,29.6
1782,1782,40,8/18/2023,62,560,6.2,16,30.9
1783,1783,40,8/19/2023,52,509,6.5,17,30.8
1784,1784,40,8/20/2023,57,769,6.6,18,30.9
1785,1785,40,8/21/2023,78,735,6.1,19,30.2
1786,1786,40,8/22/2023,56,732,6.8,20,30.5
1787,1787,40,8/23/2023,58,444,6.7,21,30.8
1788,1788,40,8/24/2023,80,598,6.5,22,31.3
1789,1789,40,8/25/2023,63,579,6.5,23,31.4
1790,1790,40,8/26/2023,64,752,6.2,24,31.4
1791,1791,40,8/27/2023,67,467,6.3,25,30.1
1792,1792,40,8/28/2023,58,681,6.8,26,29.4
1793,1793,40,8/29/2023,71,536,6.3,27,28.7
1794,1794,40,8/30/2023,54,424,6.7,28,29.1
1795,1795,40,8/31/2023,80,572,6.2,29,29.2
1796,1796,40,9/1/2023,55,551,6.5,30,31.7
1797,1797,40,9/2/2023,71,797,6.4,31,31.7
1798,1798,40,9/3/2023,51,631,6.8,32,31.7
1799,1799,40,9/4/2023,54,479,6.2,33,31.7
1800,1800,40,9/5/2023,63,731,6.6,34,32.0
1801,1801,40,9/6/2023,56,518,6.1,35,32.1
1802,1802,40,9/7/2023,53,407,6.2,36,31.5
1803,1803,40,9/8/2023,78,591,6.2,37,29.8
1804,1804,40,9/9/2023,73,473,6.4,38,20.1
1805,1805,40,9/10/2023,51,768,6.4,39,31.1
1806,1806,40,9/11/2023,60,673,6.3,40,31.2
1807,1807,40,9/12/2023,55,503,6.8,41,31.2
1808,1808,40,9/13/2023,76,544,6.5,42,30.4
1809,1809,40,9/14/2023,73,729,6.8,43,29.1
1810,1810,40,9/15/2023,71,621,6.7,44,30.6
1811,1811,40,9/16/2023,79,491,6.4,45,31.5
1812,1812,41,8/3/2023,64,578,6.2,1,33.4
1813,1813,41,8/4/2023,53,620,6.2,2,33.5
1814,1814,41,8/5/2023,66,521,6.7,3,33.4
1815,1815,41,8/6/2023,71,794,6.4,4,33.4
1816,1816,41,8/7/2023,58,601,6.5,5,33.4
1817,1817,41,8/8/2023,56,460,6.6,6,32.3
1818,1818,41,8/9/2023,64,429,6.6,7,32.3
1819,1819,41,8/10/2023,62,657,6.7,8,22.7
1820,1820,41,8/11/2023,62,603,6.6,9,31.9
1821,1821,41,8/12/2023,74,682,6.7,10,30.2
1822,1822,41,8/13/2023,80,640,6.2,11,30.1
1823,1823,41,8/14/2023,69,668,6.1,12,30.1
1824,1824,41,8/15/2023,73,584,6.8,13,30.1
1825,1825,41,8/16/2023,53,749,6.2,14,29.8
1826,1826,41,8/17/2023,64,510,6.4,15,29.6
1827,1827,41,8/18/2023,52,739,6.8,16,30.9
1828,1828,41,8/19/2023,55,454,6.1,17,30.8
1829,1829,41,8/20/2023,50,792,6.7,18,30.9
1830,1830,41,8/21/2023,77,421,6.4,19,30.2
1831,1831,41,8/22/2023,53,762,6.3,20,30.5
1832,1832,41,8/23/2023,53,548,6.1,21,30.8
1833,1833,41,8/24/2023,63,517,6.2,22,31.3
1834,1834,41,8/25/2023,51,412,6.5,23,31.4
1835,1835,41,8/26/2023,70,769,6.7,24,31.4
1836,1836,41,8/27/2023,64,437,6.7,25,30.1
1837,1837,41,8/28/2023,65,677,6.4,26,29.4
1838,1838,41,8/29/2023,72,575,6.6,27,28.7
1839,1839,41,8/30/2023,77,586,6.4,28,29.1
1840,1840,41,8/31/2023,69,533,6.6,29,29.2
1841,1841,41,9/1/2023,53,402,6.5,30,31.7
1842,1842,41,9/2/2023,59,647,6.7,31,31.7
1843,1843,41,9/3/2023,61,558,6.6,32,31.7
1844,1844,41,9/4/2023,52,472,6.0,33,31.7
1845,1845,41,9/5/2023,51,456,6.0,34,32.0
1846,1846,41,9/6/2023,77,641,6.2,35,32.1
1847,1847,41,9/7/2023,75,583,6.7,36,31.5
1848,1848,41,9/8/2023,79,548,6.1,37,29.8
1849,1849,41,9/9/2023,63,402,6.1,38,20.1
1850,1850,41,9/10/2023,78,488,6.6,39,31.1
1851,1851,41,9/11/2023,74,443,6.5,40,31.2
1852,1852,41,9/12/2023,51,716,6.7,41,31.2
1853,1853,41,9/13/2023,64,551,6.1,42,30.4
1854,1854,41,9/14/2023,53,496,6.7,43,29.1
1855,1855,41,9/15/2023,67,650,6.1,44,30.6
1856,1856,41,9/16/2023,69,623,6.5,45,31.5
1857,1857,42,8/3/2023,52,661,6.2,1,33.4
1858,1858,42,8/4/2023,62,767,6.6,2,33.5
1859,1859,42,8/5/2023,73,669,6.6,3,33.4
1860,1860,42,8/6/2023,54,692,6.4,4,33.4
1861,1861,42,8/7/2023,53,586,6.7,5,33.4
1862,1862,42,8/8/2023,54,473,6.2,6,32.3
1863,1863,42,8/9/2023,61,605,6.5,7,32.3
1864,1864,42,8/10/2023,73,662,6.4,8,22.7
1865,1865,42,8/11/2023,75,638,6.3,9,31.9
1866,1866,42,8/12/2023,62,751,6.5,10,30.2
1867,1867,42,8/13/2023,66,507,6.2,11,30.1
1868,1868,42,8/14/2023,58,594,6.2,12,30.1
1869,1869,42,8/15/2023,73,600,6.7,13,30.1
1870,1870,42,8/16/2023,72,430,6.2,14,29.8
1871,1871,42,8/17/2023,58,422,6.3,15,29.6
1872,1872,42,8/18/2023,55,714,6.4,16,30.9
1873,1873,42,8/19/2023,50,700,6.7,17,30.8
1874,1874,42,8/20/2023,60,542,6.4,18,30.9
1875,1875,42,8/21/2023,79,412,6.1,19,30.2
1876,1876,42,8/22/2023,64,472,6.5,20,30.5
1877,1877,42,8/23/2023,61,448,6.8,21,30.8
1878,1878,42,8/24/2023,80,595,6.4,22,31.3
1879,1879,42,8/25/2023,75,506,6.3,23,31.4
1880,1880,42,8/26/2023,65,674,6.7,24,31.4
1881,1881,42,8/27/2023,64,545,6.2,25,30.1
1882,1882,42,8/28/2023,60,710,6.2,26,29.4
1883,1883,42,8/29/2023,70,767,6.1,27,28.7
1884,1884,42,8/30/2023,79,673,6.5,28,29.1
1885,1885,42,8/31/2023,67,649,6.4,29,29.2
1886,1886,42,9/1/2023,51,490,6.7,30,31.7
1887,1887,42,9/2/2023,73,683,6.3,31,31.7
1888,1888,42,9/3/2023,61,448,6.7,32,31.7
1889,1889,42,9/4/2023,57,632,6.8,33,31.7
1890,1890,42,9/5/2023,52,497,6.3,34,32.0
1891,1891,42,9/6/2023,69,576,6.5,35,32.1
1892,1892,42,9/7/2023,58,634,6.6,36,31.5
1893,1893,42,9/8/2023,71,517,6.3,37,29.8
1894,1894,42,9/9/2023,73,424,6.6,38,20.1
1895,1895,42,9/10/2023,62,687,6.1,39,31.1
1896,1896,42,9/11/2023,54,720,6.2,40,31.2
1897,1897,42,9/12/2023,50,554,6.3,41,31.2
1898,1898,42,9/13/2023,62,506,6.5,42,30.4
1899,1899,42,9/14/2023,63,703,6.4,43,29.1
1900,1900,42,9/15/2023,51,593,6.0,44,30.6
1901,1901,42,9/16/2023,56,648,6.7,45,31.5
1902,1902,43,8/3/2023,76,468,6.7,1,33.4
1903,1903,43,8/4/2023,71,584,6.7,2,33.5
1904,1904,43,8/5/2023,61,730,6.1,3,33.4
1905,1905,43,8/6/2023,52,423,6.4,4,33.4
1906,1906,43,8/7/2023,51,473,6.3,5,33.4
1907,1907,43,8/8/2023,80,654,6.3,6,32.3
1908,1908,43,8/9/2023,55,532,6.5,7,32.3
1909,1909,43,8/10/2023,55,769,6.2,8,22.7
1910,1910,43,8/11/2023,58,731,6.3,9,31.9
1911,1911,43,8/12/2023,56,765,6.1,10,30.2
1912,1912,43,8/13/2023,68,579,6.2,11,30.1
1913,1913,43,8/14/2023,52,466,6.3,12,30.1
1914,1914,43,8/15/2023,56,408,6.4,13,30.1
1915,1915,43,8/16/2023,68,547,6.3,14,29.8
1916,1916,43,8/17/2023,53,587,6.3,15,29.6
1917,1917,43,8/18/2023,76,771,6.1,16,30.9
1918,1918,43,8/19/2023,75,432,6.4,17,30.8
1919,1919,43,8/20/2023,80,688,6.7,18,30.9
1920,1920,43,8/21/2023,52,683,6.1,19,30.2
1921,1921,43,8/22/2023,60,749,6.2,20,30.5
1922,1922,43,8/23/2023,72,447,6.7,21,30.8
1923,1923,43,8/24/2023,62,625,6.2,22,31.3
1924,1924,43,8/25/2023,73,441,6.4,23,31.4
1925,1925,43,8/26/2023,53,723,6.6,24,31.4
1926,1926,43,8/27/2023,75,751,6.4,25,30.1
1927,1927,43,8/28/2023,77,780,6.7,26,29.4
1928,1928,43,8/29/2023,77,506,6.3,27,28.7
1929,1929,43,8/30/2023,71,793,6.7,28,29.1
1930,1930,43,8/31/2023,62,638,6.3,29,29.2
1931,1931,43,9/1/2023,51,753,6.3,30,31.7
1932,1932,43,9/2/2023,58,538,6.6,31,31.7
1933,1933,43,9/3/2023,68,476,6.6,32,31.7
1934,1934,43,9/4/2023,59,458,6.5,33,31.7
1935,1935,43,9/5/2023,73,793,6.5,34,32.0
1936,1936,43,9/6/2023,73,661,6.7,35,32.1
1937,1937,43,9/7/2023,50,666,6.0,36,31.5
1938,1938,43,9/8/2023,50,753,6.1,37,29.8
1939,1939,43,9/9/2023,51,752,6.7,38,20.1
1940,1940,43,9/10/2023,55,403,6.4,39,31.1
1941,1941,43,9/11/2023,80,720,6.7,40,31.2
1942,1942,43,9/12/2023,65,629,6.2,41,31.2
1943,1943,43,9/13/2023,51,684,6.5,42,30.4
1944,1944,43,9/14/2023,77,496,6.2,43,29.1
1945,1945,43,9/15/2023,53,450,6.5,44,30.6
1946,1946,43,9/16/2023,56,750,6.4,45,31.5
1947,1947,44,8/3/2023,73,701,6.6,1,33.4
1948,1948,44,8/4/2023,59,601,6.5,2,33.5
1949,1949,44,8/5/2023,74,510,6.4,3,33.4
1950,1950,44,8/6/2023,51,681,6.5,4,33.4
1951,1951,44,8/7/2023,59,768,6.8,5,33.4
1952,1952,44,8/8/2023,72,634,6.0,6,32.3
1953,1953,44,8/9/2023,53,401,6.7,7,32.3
1954,1954,44,8/10/2023,62,721,6.1,8,22.7
1955,1955,44,8/11/2023,71,609,6.4,9,31.9
1956,1956,44,8/12/2023,58,576,6.4,10,30.2
1957,1957,44,8/13/2023,61,799,6.1,11,30.1
1958,1958,44,8/14/2023,58,580,6.0,12,30.1
1959,1959,44,8/15/2023,58,765,6.5,13,30.1
1960,1960,44,8/16/2023,77,688,6.2,14,29.8
1961,1961,44,8/17/2023,68,453,6.1,15,29.6
1962,1962,44,8/18/2023,53,426,6.4,16,30.9
1963,1963,44,8/19/2023,54,527,6.3,17,30.8
1964,1964,44,8/20/2023,73,445,6.1,18,30.9
1965,1965,44,8/21/2023,80,715,6.3,19,30.2
1966,1966,44,8/22/2023,69,791,6.1,20,30.5
1967,1967,44,8/23/2023,57,703,6.4,21,30.8
1968,1968,44,8/24/2023,53,485,6.5,22,31.3
1969,1969,44,8/25/2023,74,693,6.7,23,31.4
1970,1970,44,8/26/2023,56,457,6.0,24,31.4
1971,1971,44,8/27/2023,61,507,6.5,25,30.1
1972,1972,44,8/28/2023,70,556,6.2,26,29.4
1973,1973,44,8/29/2023,65,728,6.6,27,28.7
1974,1974,44,8/30/2023,60,548,6.8,28,29.1
1975,1975,44,8/31/2023,53,779,6.7,29,29.2
1976,1976,44,9/1/2023,59,751,6.4,30,31.7
1977,1977,44,9/2/2023,63,620,6.7,31,31.7
1978,1978,44,9/3/2023,60,713,6.7,32,31.7
1979,1979,44,9/4/2023,72,786,6.0,33,31.7
1980,1980,44,9/5/2023,74,415,6.7,34,32.0
1981,1981,44,9/6/2023,73,470,6.5,35,32.1
1982,1982,44,9/7/2023,63,697,6.7,36,31.5
1983,1983,44,9/8/2023,74,780,6.3,37,29.8
1984,1984,44,9/9/2023,56,764,6.4,38,20.1
1985,1985,44,9/10/2023,53,474,6.1,39,31.1
1986,1986,44,9/11/2023,58,518,6.6,40,31.2
1987,1987,44,9/12/2023,64,450,6.8,41,31.2
